Date,Open,High,Low,Close,Adj Close,Volume
4.3.2015,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400
5.3.2015,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100
9.3.2015,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500
10.3.2015,8769.75,8778,8677.349609,8712.049805,8712.049805,163800
11.3.2015,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800
12.3.2015,8740.650391,8787.200195,8732.900391,8776,8776,173900
13.3.2015,8844.049805,8849.75,8631.75,8647.75,8647.75,179200
16.3.2015,8656.75,8663.549805,8612,8633.150391,8633.150391,163300
17.3.2015,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000
18.3.2015,8742.900391,8747.25,8664,8685.900391,8685.900391,156400
19.3.2015,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500
20.3.2015,8627.900391,8627.900391,8553,8570.900391,8570.900391,174600
23.3.2015,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700
24.3.2015,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700
25.3.2015,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000
26.3.2015,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100
27.3.2015,8396,8413.200195,8269.150391,8341.400391,8341.400391,193000
30.3.2015,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700
31.3.2015,8527.599609,8550.450195,8454.150391,8491,8491,167200
1.4.2015,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500
6.4.2015,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900
7.4.2015,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700
8.4.2015,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200
9.4.2015,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700
10.4.2015,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000
13.4.2015,8801.75,8841.650391,8762.099609,8834,8834,121600
15.4.2015,null,null,null,null,null,null
16.4.2015,8757.049805,8760,8645.650391,8706.700195,8706.700195,142900
17.4.2015,8698.049805,8699.849609,8596.700195,8606,8606,150400
20.4.2015,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900
21.4.2015,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800
22.4.2015,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800
23.4.2015,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000
24.4.2015,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600
27.4.2015,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500
28.4.2015,8215.549805,8308,8185.149902,8285.599609,8285.599609,174600
29.4.2015,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400
30.4.2015,8224.5,8229.400391,8144.75,8181.5,8181.5,267700
4.5.2015,8230.049805,8346,8220.450195,8331.950195,8331.950195,131700
5.5.2015,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500
6.5.2015,8316.599609,8331.950195,8083,8097,8097,209600
7.5.2015,8077,8122.600098,7997.149902,8057.299805,8057.299805,161600
8.5.2015,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100
11.5.2015,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000
12.5.2015,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400
13.5.2015,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800
14.5.2015,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800
15.5.2015,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800
18.5.2015,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700
19.5.2015,8356.200195,8427.799805,8335,8365.650391,8365.650391,140300
20.5.2015,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600
21.5.2015,8434.5,8446.349609,8382.5,8421,8421,143800
22.5.2015,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300
25.5.2015,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300
26.5.2015,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800
27.5.2015,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500
28.5.2015,8345.700195,8364.5,8270.150391,8319,8319,232300
29.5.2015,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900
1.6.2015,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200
2.6.2015,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800
3.6.2015,8232.450195,8236.700195,8094.149902,8135.100098,8135.100098,171400
4.6.2015,8155.149902,8160.049805,8056.75,8130.649902,8130.649902,154700
5.6.2015,8119.149902,8191,8100.149902,8114.700195,8114.700195,162100
8.6.2015,8124.350098,8131,8030.549805,8044.149902,8044.149902,135900
9.6.2015,8026.5,8057.149902,8005.149902,8022.399902,8022.399902,136000
10.6.2015,8024.149902,8152.25,8023.799805,8124.450195,8124.450195,136800
11.6.2015,8157.299805,8163.049805,7958.25,7965.350098,7965.350098,166200
12.6.2015,7959.850098,7995.600098,7940.299805,7982.899902,7982.899902,136600
15.6.2015,7986.600098,8057.700195,7944.850098,8013.899902,8013.899902,133000
16.6.2015,8004.200195,8061.850098,7952.350098,8047.299805,8047.299805,124000
17.6.2015,8084.200195,8136.850098,8048.950195,8091.549805,8091.549805,152500
18.6.2015,8113.700195,8186.899902,8101.799805,8174.600098,8174.600098,144800
19.6.2015,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100
22.6.2015,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700
23.6.2015,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700
24.6.2015,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100
25.6.2015,8336.25,8423.150391,8329.5,8398,8398,201200
26.6.2015,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600
29.6.2015,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000
30.6.2015,8316.349609,8378,8298.950195,8368.5,8368.5,158500
1.7.2015,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800
2.7.2015,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000
3.7.2015,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400
6.7.2015,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500
7.7.2015,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200
8.7.2015,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100
9.7.2015,8364.849609,8400.299805,8323,8328.549805,8328.549805,131300
10.7.2015,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100
13.7.2015,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800
14.7.2015,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700
15.7.2015,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500
16.7.2015,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000
17.7.2015,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000
20.7.2015,8623.900391,8624.099609,8559,8603.450195,8603.450195,90600
21.7.2015,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100
22.7.2015,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800
23.7.2015,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900
24.7.2015,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400
27.7.2015,8492.099609,8492.200195,8351.549805,8361,8361,136600
28.7.2015,8371.099609,8397.400391,8321.75,8337,8337,174600
29.7.2015,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000
30.7.2015,8417,8458.900391,8408.299805,8421.799805,8421.799805,215200
31.7.2015,8456.099609,8548.950195,8448,8532.849609,8532.849609,203300
3.8.2015,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700
4.8.2015,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400
5.8.2015,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800
6.8.2015,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900
7.8.2015,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700
10.8.2015,8577,8621.549805,8497.799805,8525.599609,8525.599609,123400
11.8.2015,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400
12.8.2015,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000
13.8.2015,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200
14.8.2015,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900
17.8.2015,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700
18.8.2015,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300
19.8.2015,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500
20.8.2015,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100
21.8.2015,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300
24.8.2015,8055.950195,8060.049805,7769.399902,7809,7809,312400
25.8.2015,7895.399902,7925.399902,7667.25,7880.700195,7880.700195,299100
26.8.2015,7865.25,7930.049805,7777.100098,7791.850098,7791.850098,216600
27.8.2015,7921.600098,7963.600098,7862.299805,7948.950195,7948.950195,305000
28.8.2015,8053.700195,8091.799805,7961.649902,8001.950195,8001.950195,195600
31.8.2015,8009.25,8043.600098,7947.950195,7971.299805,7971.299805,198200
1.9.2015,7907.950195,7929.100098,7746.5,7785.850098,7785.850098,184900
2.9.2015,7856.649902,7862.549805,7699.25,7717,7717,215300
3.9.2015,7774.450195,7845.600098,7754.049805,7823,7823,155800
4.9.2015,7803.399902,7804.899902,7626.850098,7655.049805,7655.049805,193600
7.9.2015,7685.850098,7705.049805,7545.899902,7558.799805,7558.799805,141400
8.9.2015,7587.700195,7720.899902,7539.5,7688.25,7688.25,172200
9.9.2015,7805.850098,7846.049805,7764.549805,7818.600098,7818.600098,208400
10.9.2015,7729.049805,7819.850098,7678.5,7788.100098,7788.100098,160300
11.9.2015,7833.799805,7864.850098,7759.899902,7789.299805,7789.299805,136400
14.9.2015,7811.100098,7879.950195,7761.850098,7872.25,7872.25,122800
15.9.2015,7867.350098,7880,7799.75,7829.100098,7829.100098,136500
16.9.2015,7886.850098,7913.899902,7853.299805,7899.149902,7899.149902,140000
18.9.2015,7967.450195,8055,7955.850098,7981.899902,7981.899902,241800
21.9.2015,7911.5,7987.899902,7908.350098,7977.100098,7977.100098,121800
22.9.2015,8014.799805,8021.600098,7787.75,7812,7812,168400
23.9.2015,7737.350098,7882.899902,7723.25,7845.950195,7845.950195,146700
24.9.2015,7838.399902,7894.5,7804.100098,7868.5,7868.5,202500
28.9.2015,7892.799805,7893.950195,7787.950195,7795.700195,7795.700195,136300
29.9.2015,7725.700195,7926.549805,7691.200195,7843.299805,7843.299805,240700
30.9.2015,7924.25,7957.700195,7874.5,7948.899902,7948.899902,210700
1.10.2015,7992.049805,8008.25,7930.649902,7950.899902,7950.899902,156900
5.10.2015,8005.100098,8128.899902,8005.100098,8119.299805,8119.299805,183100
6.10.2015,8180.450195,8180.950195,8096.5,8152.899902,8152.899902,178500
7.10.2015,8146.200195,8188.899902,8132.899902,8177.399902,8177.399902,193900
8.10.2015,8196.75,8196.75,8105.850098,8129.350098,8129.350098,171700
9.10.2015,8186.350098,8232.200195,8139.649902,8189.700195,8189.700195,199700
12.10.2015,8231.5,8244.5,8128.200195,8143.600098,8143.600098,199100
13.10.2015,8121.950195,8150.25,8088.600098,8131.700195,8131.700195,145900
14.10.2015,8102.399902,8139.299805,8096.350098,8107.899902,8107.899902,138900
15.10.2015,8134.350098,8190.549805,8129.799805,8179.5,8179.5,167200
16.10.2015,8193.650391,8246.400391,8147.649902,8238.150391,8238.150391,156400
19.10.2015,8262.549805,8283.049805,8239.200195,8275.049805,8275.049805,124500
20.10.2015,8280.299805,8294.049805,8229.200195,8261.650391,8261.650391,155100
21.10.2015,8258.349609,8294.400391,8217.150391,8251.700195,8251.700195,144800
23.10.2015,8308.25,8328.099609,8280.75,8295.450195,8295.450195,152000
26.10.2015,8333.650391,8336.299805,8252.049805,8260.549805,8260.549805,133900
27.10.2015,8230.349609,8241.950195,8217.049805,8232.900391,8232.900391,156700
28.10.2015,8188.899902,8209.099609,8131.799805,8171.200195,8171.200195,188900
29.10.2015,8175.450195,8179.600098,8098,8111.75,8111.75,217500
30.10.2015,8123.549805,8146.100098,8044.399902,8065.799805,8065.799805,199500
2.11.2015,8054.549805,8060.700195,7995.600098,8050.799805,8050.799805,136100
3.11.2015,8086.350098,8100.350098,8031.75,8060.700195,8060.700195,132500
4.11.2015,8104.899902,8116.100098,8027.299805,8040.200195,8040.200195,122100
5.11.2015,8030.350098,8031.200195,7944.100098,7955.450195,7955.450195,132100
6.11.2015,7956.549805,8002.649902,7926.149902,7954.299805,7954.299805,219500
9.11.2015,7788.25,7937.75,7771.700195,7915.200195,7915.200195,211800
10.11.2015,7877.600098,7885.100098,7772.850098,7783.350098,7783.350098,165200
13.11.2015,7762.450195,7775.100098,7730.899902,7762.25,7762.25,160900
16.11.2015,7732.950195,7838.850098,7714.149902,7806.600098,7806.600098,149500
17.11.2015,7848.75,7860.450195,7793,7837.549805,7837.549805,145000
18.11.2015,7823.149902,7843.399902,7725.049805,7731.799805,7731.799805,143600
19.11.2015,7788.5,7854.899902,7765.450195,7842.75,7842.75,132600
20.11.2015,7841.899902,7906.950195,7817.799805,7856.549805,7856.549805,151900
23.11.2015,7869.5,7877.5,7825.200195,7849.25,7849.25,127000
24.11.2015,7837,7870.350098,7812.649902,7831.600098,7831.600098,130600
26.11.2015,7837.149902,7897.100098,7832,7883.799805,7883.799805,219800
27.11.2015,7910.600098,7959.299805,7879.450195,7942.700195,7942.700195,150300
30.11.2015,7936.25,7966,7922.799805,7935.25,7935.25,216300
1.12.2015,7958.149902,7972.149902,7934.149902,7954.899902,7954.899902,138600
2.12.2015,7976.700195,7979.299805,7910.799805,7931.350098,7931.350098,126300
3.12.2015,7902.299805,7912.299805,7853.299805,7864.149902,7864.149902,125700
4.12.2015,7817.600098,7821.399902,7775.700195,7781.899902,7781.899902,152500
7.12.2015,7816.549805,7825.399902,7746.049805,7765.399902,7765.399902,137600
8.12.2015,7738.5,7771.25,7685.450195,7701.700195,7701.700195,135100
9.12.2015,7695.5,7702.850098,7606.899902,7612.5,7612.5,140000
10.12.2015,7643.299805,7691.950195,7610,7683.299805,7683.299805,140800
11.12.2015,7699.600098,7703.049805,7575.299805,7610.450195,7610.450195,167800
14.12.2015,7558.200195,7663.950195,7551.049805,7650.049805,7650.049805,148900
15.12.2015,7659.149902,7705,7625.100098,7700.899902,7700.899902,134300
16.12.2015,7725.25,7776.600098,7715.75,7750.899902,7750.899902,154300
17.12.2015,7783.049805,7852.899902,7737.549805,7844.350098,7844.350098,175900
18.12.2015,7828.899902,7836.149902,7753.350098,7761.950195,7761.950195,191400
21.12.2015,7745.649902,7840.75,7733.450195,7834.450195,7834.450195,126300
22.12.2015,7829.399902,7846.299805,7776.850098,7786.100098,7786.100098,125700
23.12.2015,7830.450195,7871.450195,7826.100098,7865.950195,7865.950195,117900
24.12.2015,7888.75,7888.75,7835.5,7861.049805,7861.049805,93500
28.12.2015,7863.200195,7937.200195,7863,7925.149902,7925.149902,122900
29.12.2015,7929.200195,7942.149902,7902.75,7928.950195,7928.950195,113000
30.12.2015,7938.600098,7944.75,7889.850098,7896.25,7896.25,106800
31.12.2015,7897.799805,7955.549805,7891.149902,7946.350098,7946.350098,150900
1.1.2016,null,null,null,null,null,null
4.1.2016,7924.549805,7937.549805,7781.100098,7791.299805,7791.299805,134700
5.1.2016,7828.399902,7831.200195,7763.25,7784.649902,7784.649902,145200
6.1.2016,7788.049805,7800.950195,7721.200195,7741,7741,147100
7.1.2016,7673.350098,7674.950195,7556.600098,7568.299805,7568.299805,188900
8.1.2016,7611.649902,7634.100098,7581.049805,7601.350098,7601.350098,157400
11.1.2016,7527.450195,7605.100098,7494.350098,7563.850098,7563.850098,189000
12.1.2016,7587.200195,7588.299805,7487.799805,7510.299805,7510.299805,163900
13.1.2016,7557.899902,7590.950195,7425.799805,7562.399902,7562.399902,215200
14.1.2016,7467.399902,7604.799805,7443.799805,7536.799805,7536.799805,200800
15.1.2016,7561.649902,7566.5,7427.299805,7437.799805,7437.799805,197500
18.1.2016,7420.350098,7463.649902,7336.399902,7351,7351,233600
19.1.2016,7381.799805,7462.75,7364.149902,7435.100098,7435.100098,188300
20.1.2016,7357,7470.899902,7241.5,7309.299805,7309.299805,225600
21.1.2016,7376.649902,7398.700195,7250,7276.799805,7276.799805,240700
22.1.2016,7355.700195,7433.399902,7327.600098,7422.450195,7422.450195,229200
25.1.2016,7468.75,7487.149902,7421.200195,7436.149902,7436.149902,163200
27.1.2016,7469.600098,7477.899902,7419.700195,7437.75,7437.75,187600
28.1.2016,7426.5,7468.850098,7409.600098,7424.649902,7424.649902,274500
29.1.2016,7413.350098,7575.649902,7402.799805,7563.549805,7563.549805,298700
1.2.2016,7589.5,7600.450195,7541.25,7555.950195,7555.950195,200400
2.2.2016,7566.649902,7576.299805,7428.049805,7455.549805,7455.549805,230200
3.2.2016,7392.450195,7419.399902,7350.299805,7361.799805,7361.799805,192000
4.2.2016,7411.450195,7457.049805,7365.950195,7404,7404,222700
5.2.2016,7418.25,7503.149902,7406.649902,7489.100098,7489.100098,249800
8.2.2016,7489.700195,7512.549805,7363.200195,7387.25,7387.25,171500
9.2.2016,7303.950195,7323.450195,7275.149902,7298.200195,7298.200195,212100
10.2.2016,7264.299805,7271.850098,7177.75,7215.700195,7215.700195,246900
11.2.2016,7203.600098,7208.649902,6959.950195,6976.350098,6976.350098,292300
12.2.2016,7023.649902,7034.799805,6869,6980.950195,6980.950195,333900
15.2.2016,7057.350098,7182.799805,7056.799805,7162.950195,7162.950195,354200
16.2.2016,7201.25,7204.649902,7037.700195,7048.25,7048.25,253800
17.2.2016,7058.850098,7123.700195,6960.649902,7108.450195,7108.450195,260000
18.2.2016,7177.399902,7215.100098,7127.850098,7191.75,7191.75,246700
19.2.2016,7170.549805,7226.850098,7145.950195,7210.75,7210.75,192300
22.2.2016,7208.850098,7252.399902,7200.700195,7234.549805,7234.549805,154400
23.2.2016,7240.299805,7241.700195,7090.700195,7109.549805,7109.549805,194400
24.2.2016,7075,7090.799805,7009.75,7018.700195,7018.700195,199700
25.2.2016,7029.850098,7034.200195,6961.399902,6970.600098,6970.600098,283100
26.2.2016,7039.299805,7052.899902,6985.100098,7029.75,7029.75,206700
29.2.2016,7050.450195,7094.600098,6825.799805,6987.049805,6987.049805,473400
1.3.2016,7038.25,7235.5,7035.100098,7222.299805,7222.299805,275100
2.3.2016,7321.700195,7380.350098,7308.149902,7368.850098,7368.850098,338500
3.3.2016,7429.549805,7483.950195,7406.049805,7475.600098,7475.600098,278600
4.3.2016,7505.399902,7505.899902,7444.100098,7485.350098,7485.350098,281700
8.3.2016,7486.399902,7527.149902,7442.149902,7485.299805,7485.299805,257000
9.3.2016,7436.100098,7539,7424.299805,7531.799805,7531.799805,245100
10.3.2016,7545.350098,7547.100098,7447.399902,7486.149902,7486.149902,224700
11.3.2016,7484.850098,7543.950195,7460.600098,7510.200195,7510.200195,198700
14.3.2016,7542.600098,7583.700195,7515.049805,7538.75,7538.75,166900
15.3.2016,7535.850098,7545.200195,7452.799805,7460.600098,7460.600098,193700
16.3.2016,7457.049805,7508,7405.149902,7498.75,7498.75,195400
17.3.2016,7557.399902,7585.299805,7479.399902,7512.549805,7512.549805,239600
18.3.2016,7534.649902,7613.600098,7517.899902,7604.350098,7604.350098,237400
21.3.2016,7619.200195,7713.549805,7617.700195,7704.25,7704.25,196800
22.3.2016,7695.549805,7728.200195,7643.799805,7714.899902,7714.899902,208900
23.3.2016,7717.450195,7726.850098,7670.600098,7716.5,7716.5,199600
28.3.2016,7741,7749.399902,7587.700195,7615.100098,7615.100098,242400
29.3.2016,7606.549805,7652.899902,7582.25,7597,7597,216800
30.3.2016,7651.100098,7741.950195,7643.450195,7735.200195,7735.200195,232600
31.3.2016,7727.649902,7777.600098,7702,7738.399902,7738.399902,380100
1.4.2016,7718.049805,7740.149902,7666.100098,7713.049805,7713.049805,183900
4.4.2016,7733.149902,7764.450195,7704.399902,7758.799805,7758.799805,155500
5.4.2016,7736.299805,7736.299805,7588.649902,7603.200195,7603.200195,203800
6.4.2016,7636.049805,7638.649902,7591.75,7614.350098,7614.350098,165600
7.4.2016,7630.399902,7630.75,7535.850098,7546.450195,7546.450195,234400
8.4.2016,7542.350098,7569.350098,7526.700195,7555.200195,7555.200195,143400
11.4.2016,7577.799805,7678.799805,7516.850098,7671.399902,7671.399902,179800
12.4.2016,7669.25,7717.399902,7663.350098,7708.950195,7708.950195,163400
13.4.2016,7777.149902,7864.799805,7772.200195,7850.450195,7850.450195,220400
18.4.2016,7908.149902,7920.600098,7842.75,7914.700195,7914.700195,184600
20.4.2016,7950.049805,7950.399902,7877.549805,7914.75,7914.75,205300
21.4.2016,7953.649902,7978.450195,7884.100098,7912.049805,7912.049805,223700
22.4.2016,7891.799805,7923.350098,7873.350098,7899.299805,7899.299805,183300
25.4.2016,7894.799805,7911,7827,7855.049805,7855.049805,146300
26.4.2016,7828.149902,7974.5,7822.549805,7962.649902,7962.649902,202400
27.4.2016,7942,7991,7940.549805,7979.899902,7979.899902,206800
28.4.2016,7967.399902,7992,7834.450195,7847.25,7847.25,292500
29.4.2016,7844.25,7889.049805,7788.700195,7849.799805,7849.799805,243700
2.5.2016,7822.700195,7829.799805,7777.299805,7805.899902,7805.899902,146300
3.5.2016,7824.799805,7890.25,7735.149902,7747,7747,186500
4.5.2016,7724.149902,7749,7697.25,7706.549805,7706.549805,199700
5.5.2016,7731,7777.549805,7706.850098,7735.5,7735.5,185100
6.5.2016,7717.649902,7738.899902,7678.350098,7733.450195,7733.450195,163600
9.5.2016,7755.25,7873.649902,7753.549805,7866.049805,7866.049805,160600
10.5.2016,7873.549805,7896.899902,7837.700195,7887.799805,7887.799805,162000
11.5.2016,7804.649902,7893.100098,7780.899902,7848.850098,7848.850098,214100
12.5.2016,7871.450195,7916.049805,7849.649902,7900.399902,7900.399902,152700
13.5.2016,7881,7881,7784.200195,7814.899902,7814.899902,179500
16.5.2016,7831.200195,7873.899902,7772.149902,7860.75,7860.75,205200
17.5.2016,7896.850098,7940.100098,7879.700195,7890.75,7890.75,183400
18.5.2016,7846.75,7882.049805,7810.75,7870.149902,7870.149902,156400
19.5.2016,7875.5,7876.200195,7766.799805,7783.399902,7783.399902,170400
20.5.2016,7792.200195,7812.399902,7735.75,7749.700195,7749.700195,157000
23.5.2016,7813.950195,7820.600098,7722.200195,7731.049805,7731.049805,172000
24.5.2016,7738.049805,7761.549805,7715.799805,7748.850098,7748.850098,147000
25.5.2016,7811.799805,7941.200195,7809.299805,7934.899902,7934.899902,176200
26.5.2016,7974.450195,8083,7948.5,8069.649902,8069.649902,264300
27.5.2016,8081.950195,8164.200195,8077.049805,8156.649902,8156.649902,260900
30.5.2016,8166.5,8200,8150.799805,8178.5,8178.5,247400
31.5.2016,8209.849609,8213.599609,8134.299805,8160.100098,8160.100098,471000
1.6.2016,8179.200195,8215.349609,8171.049805,8179.950195,8179.950195,194400
2.6.2016,8156.899902,8229.5,8154.75,8218.950195,8218.950195,181700
3.6.2016,8246.200195,8262,8209.849609,8220.799805,8220.799805,379000
6.6.2016,8228.75,8234.700195,8186.049805,8201.049805,8201.049805,171600
7.6.2016,8235.549805,8294.950195,8216.400391,8266.450195,8266.450195,241900
8.6.2016,8285.5,8288.900391,8252.049805,8273.049805,8273.049805,174300
9.6.2016,8273.349609,8273.349609,8184.600098,8203.599609,8203.599609,174900
10.6.2016,8180.25,8265.599609,8162.850098,8170.049805,8170.049805,182200
13.6.2016,8102.25,8125.25,8063.899902,8110.600098,8110.600098,169700
14.6.2016,8134.399902,8134.950195,8069.5,8108.850098,8108.850098,145500
15.6.2016,8139.399902,8213.200195,8123.149902,8206.599609,8206.599609,169800
16.6.2016,8180.649902,8180.649902,8074.450195,8140.75,8140.75,189200
17.6.2016,8176.649902,8195.25,8135.799805,8170.200195,8170.200195,166600
20.6.2016,8115.75,8244.150391,8107.350098,8238.5,8238.5,168600
21.6.2016,8255.400391,8257.25,8202.150391,8219.900391,8219.900391,137000
22.6.2016,8213.650391,8238.349609,8153.25,8203.700195,8203.700195,136100
